Date,Open,High,Low,Close,Volume,Change,MA_5,MA_20,Volatility_20,Volume_MA_5,Price_Range,Price_Range_Pct,Close_Position
2025-09-09,70100,71500,70000,71500,14870245,0.0199714693295292,70200.0,70325.0,0.013368067974459842,11645505.4,1500,2.097902097902098,100.0
2025-09-10,71800,72800,71600,72600,21928565,0.0153846153846153,70760.0,70400.0,0.013780499406699169,13974616.6,1200,1.6528925619834711,83.33333333333334
2025-09-11,73200,73600,72100,73400,20793501,0.0110192837465563,71420.0,70475.0,0.013771612133474479,15676434.0,1500,2.043596730245232,86.66666666666667
2025-09-12,74600,75600,74200,75400,28219678,0.0272479564032697,72600.0,70665.0,0.014883000029922143,19015024.8,1400,1.8567639257294428,85.71428571428571
2025-09-15,77200,77600,75900,76500,19908805,0.0145888594164456,73880.0,70990.0,0.013869301243316803,21144158.8,1700,2.2222222222222223,35.294117647058826
2025-09-16,76900,79500,76700,79400,28218265,0.0379084967320262,75460.0,71460.0,0.015687225965330513,23813762.8,2800,3.5264483627204033,96.42857142857143
2025-09-17,79100,79100,77100,78200,20856317,-0.0151133501259446,76580.0,71845.0,0.016407361960433228,23599313.2,2000,2.557544757033248,55.00000000000001
2025-09-18,79100,80500,78600,80500,25619035,0.0294117647058822,78000.0,72340.0,0.017230058816666723,24564420.0,1900,2.360248447204969,100.0
2025-09-19,81100,81200,79600,79700,20898386,-0.0099378881987577,78860.0,72755.0,0.017583445244618415,23100161.6,1600,2.0075282308657463,6.25
2025-09-22,81500,84000,81100,83500,27529656,0.0476787954830615,80260.0,73355.0,0.01988747587587475,24624331.8,2900,3.473053892215569,82.75862068965517
2025-09-23,85800,85900,83600,84700,23610263,0.0143712574850298,81320.0,74075.0,0.019048691449648988,23702731.4,2300,2.715466351829988,47.82608695652174
2025-09-24,84200,85500,83700,85400,18300997,0.0082644628099173,82760.0,74815.0,0.019011485382075224,23191667.4,1800,2.107728337236534,94.44444444444444
2025-09-25,84400,86200,84100,86100,19665151,0.0081967213114753,83880.0,75640.0,0.018171172855678094,22000890.6,2100,2.4390243902439024,95.23809523809523
2025-09-26,85000,85300,82400,83300,24071193,-0.0325203252032519,84600.0,76320.0,0.02053025050117102,22635452.0,2900,3.481392557022809,31.03448275862069
2025-09-29,83300,85000,83200,84200,13069094,0.0108043217286915,84740.0,77150.0,0.018330735169749778,19743339.6,1800,2.137767220902613,55.55555555555556
2025-09-30,84600,84900,83400,83900,16319061,-0.003562945368171,84580.0,77890.0,0.01842229528490501,18285099.2,1500,1.7878426698450536,33.33333333333333
2025-10-01,84900,86200,84700,86000,22039361,0.0250297973778308,84700.0,78700.0,0.01873032294539667,19032772.0,1500,1.744186046511628,86.66666666666667
2025-10-02,89300,90300,88700,89000,49883028,0.0348837209302326,85280.0,79645.0,0.019419840084571947,25076347.4,1600,1.7977528089887642,18.75
2025-10-10,94000,94500,92700,94400,35269748,0.0606741573033708,87500.0,80890.0,0.021578108928142072,27316058.4,1800,1.9067796610169492,94.44444444444444
2025-10-13,91300,93400,90700,93300,23883308,-0.0116525423728813,89320.0,82050.0,0.022386748967869515,29478901.2,2700,2.8938906752411575,96.29629629629629
2025-10-14,95300,96000,90200,91600,35545235,-0.0182207931404072,90860.0,83055.0,0.023508185194988207,33324136.0,5800,6.331877729257641,24.137931034482758
2025-10-15,92300,95300,92100,95000,21050111,0.037117903930131,92660.0,84175.0,0.024131742470750825,33126286.0,3200,3.3684210526315788,90.625
2025-10-16,95300,97700,95000,97700,28141060,0.0284210526315789,94400.0,85390.0,0.024338674643678965,28777892.4,2700,2.7635619242579326,100.0
2025-10-17,97200,99100,96700,97900,22730809,0.0020470829068577,95100.0,86515.0,0.02430606577640486,26270104.6,2400,2.4514811031664965,50.0
2025-10-20,97900,98300,96000,98100,17589756,0.0020429009193054,96060.0,87595.0,0.024435847350430293,25011394.2,2300,2.344546381243629,91.30434782608695
2025-10-21,98500,99900,97300,97500,22803830,-0.0061162079510703,97240.0,88500.0,0.024033852751037765,22463113.2,2600,2.666666666666667,7.6923076923076925
2025-10-22,97100,98600,95500,98600,15937611,0.0112820512820512,97960.0,89520.0,0.023260338795393944,21440613.2,3100,3.1440162271805274,100.0
2025-10-23,96800,98500,96300,96500,18488581,-0.0212981744421906,97720.0,90320.0,0.024004163641517626,19510117.4,2200,2.2797927461139897,9.090909090909092
2025-10-24,97900,99000,97700,98800,18801925,0.0238341968911917,97900.0,91275.0,0.0237606846236699,18724340.6,1300,1.3157894736842104,84.61538461538461
2025-10-27,101300,102000,100600,102000,22169970,0.0323886639676114,98680.0,92200.0,0.022744851653712015,19640383.4,1400,1.3725490196078431,100.0
2025-10-28,100900,101000,99100,99500,20002282,-0.0245098039215686,99080.0,92940.0,0.02400520596573219,19080073.8,1900,1.9095477386934674,21.052631578947366
2025-10-29,100200,101000,99100,100500,20899788,0.0100502512562814,99460.0,93695.0,0.02400817127222311,20072509.2,1900,1.8905472636815919,73.68421052631578
2025-10-30,102400,105800,102000,104100,34570017,0.0358208955223879,100980.0,94595.0,0.024775517147462338,23288796.4,3800,3.6503362151777137,55.26315789473685
2025-10-31,105000,108600,103300,107500,54824564,0.0326609029779059,102720.0,95805.0,0.023145438791497573,30493324.2,5300,4.930232558139535,79.24528301886792
2025-11-03,106900,111500,106500,111100,30110066,0.0334883720930232,104540.0,97150.0,0.023579528383303718,32081343.4,5000,4.5004500450045,92.0
2025-11-04,111800,112400,104900,104900,30450281,-0.0558055805580558,105620.0,98200.0,0.02811131671164066,34170943.2,7500,7.149666348903717,0.0
2025-11-05,101000,102000,96700,100600,44843020,-0.0409914204003812,105640.0,98930.0,0.030247358378823547,38959589.6,5300,5.2683896620278325,73.58490566037736
2025-11-06,103700,103800,98800,99200,28655689,-0.0139165009940357,104660.0,99440.0,0.029957452934497194,37776724.0,5000,5.040322580645161,8.0
2025-11-07,96400,100300,96300,97900,22908083,-0.0131048387096773,102740.0,99615.0,0.027275691141426323,31393427.8,4000,4.085801838610827,40.0
2025-11-10,98600,101000,97900,100600,23842327,0.0275791624106231,100640.0,99980.0,0.027637090569627817,30139880.0,3100,3.081510934393638,87.09677419354838
2025-11-11,103700,106000,102000,103500,27742542,0.0288270377733599,100360.0,100575.0,0.027636053080000455,29598332.2,4000,3.864734299516908,37.5
2025-11-12,103000,103900,101600,103100,19413497,-0.0038647342995169,100860.0,100980.0,0.026750822822916426,24512427.6,2300,2.2308438409311346,65.21739130434783
2025-11-13,102500,104200,102300,102800,20838741,-0.002909796314258,101580.0,101235.0,0.026184047026794534,22949038.0,1900,1.8482490272373542,26.31578947368421
2025-11-14,99000,99600,97200,97200,21806342,-0.0544747081712062,101440.0,101200.0,0.029159340115663117,22728689.8,2400,2.4691358024691357,0.0
2025-11-17,99800,101000,99500,100600,17192584,0.0349794238683127,101440.0,101325.0,0.030189737325030275,21398741.2,1500,1.4910536779324055,73.33333333333333
2025-11-18,99800,100900,97500,97800,18684068,-0.0278330019880715,100300.0,101340.0,0.030868424686079858,19587046.4,3400,3.476482617586912,8.823529411764707
2025-11-19,97100,97500,94600,96500,18993346,-0.0132924335378322,98980.0,101235.0,0.030910336218320778,19503016.2,2900,3.005181347150259,65.51724137931035
2025-11-20,100900,102900,99500,100600,25360435,0.0424870466321243,98540.0,101440.0,0.031937895014163685,20407355.0,3400,3.3797216699801194,32.35294117647059
2025-11-21,95600,96800,94500,94800,23103574,-0.0576540755467196,98060.0,101240.0,0.034200197698966796,20666801.4,2300,2.4261603375527425,13.043478260869565
2025-11-24,97800,99000,96200,96700,29831172,0.020042194092827,97280.0,100975.0,0.03366344806462459,23194519.0,2800,2.8955532574974145,17.857142857142858
2025-11-25,101400,101400,97800,99300,16110054,0.0268872802481903,97580.0,100965.0,0.0338257718696332,22679716.2,3600,3.625377643504532,41.66666666666667
2025-11-26,100500,102900,99300,102800,21314975,0.0352467270896272,98840.0,101080.0,0.034661096098424625,23144042.0,3600,3.501945525291829,97.22222222222221
2025-11-27,104100,105500,102700,103500,16453004,0.0068093385214007,99420.0,101050.0,0.03375353801268992,21362555.8,2800,2.7053140096618358,28.57142857142857
